record,beat_index,method,success,onset_error_ms,offset_error_ms,joint_absolute_error_ms
sel820,23,learned_multilevel,1,12.0,4.0,8.0
sel820,23,official_pu0,1,-4.0,4.0,4.0
sel820,23,official_pu1,1,4.0,16.0,10.0
sel820,24,pilot_constant,1,16.0,4.0,10.0
sel820,24,learned_level1,1,20.0,-8.0,14.0
sel820,24,learned_multilevel,1,24.0,-12.0,18.0
sel820,24,official_pu0,1,8.0,-8.0,8.0
sel820,24,official_pu1,1,8.0,12.0,10.0
sel820,25,pilot_constant,1,16.0,16.0,16.0
sel820,25,learned_level1,1,16.0,4.0,10.0
sel820,25,learned_multilevel,1,20.0,4.0,12.0
sel820,25,official_pu0,1,4.0,0.0,2.0
sel820,25,official_pu1,1,4.0,16.0,10.0
sel820,26,pilot_constant,1,0.0,-8.0,4.0
sel820,26,learned_level1,1,4.0,-20.0,12.0
sel820,26,learned_multilevel,1,0.0,-20.0,10.0
sel820,26,official_pu0,1,-12.0,-20.0,16.0
sel820,26,official_pu1,1,-16.0,-4.0,10.0
sel820,27,pilot_constant,1,4.0,12.0,8.0
sel820,27,learned_level1,1,8.0,0.0,4.0
sel820,27,learned_multilevel,1,4.0,0.0,2.0
sel820,27,official_pu0,1,-8.0,-4.0,6.0
sel820,27,official_pu1,1,-4.0,12.0,8.0
sel820,28,pilot_constant,1,8.0,-4.0,6.0
sel820,28,learned_level1,1,12.0,-16.0,14.0
sel820,28,learned_multilevel,1,8.0,-12.0,10.0
sel820,28,official_pu0,1,-8.0,-16.0,12.0
sel820,28,official_pu1,1,-4.0,0.0,2.0
sel820,29,pilot_constant,1,8.0,0.0,4.0
sel820,29,learned_level1,1,8.0,-12.0,10.0
sel820,29,learned_multilevel,1,12.0,-16.0,14.0
sel820,29,official_pu0,1,0.0,-16.0,8.0
sel820,29,official_pu1,1,-4.0,0.0,2.0
sel16420,0,pilot_constant,1,-16.0,4.0,10.0
sel16420,0,learned_level1,1,-8.0,0.0,4.0
sel16420,0,learned_multilevel,1,-8.0,0.0,4.0
sel16420,0,official_pu0,1,-4.0,0.0,2.0
sel16420,0,official_pu1,1,-4.0,-4.0,4.0
sel16420,1,pilot_constant,1,-20.0,12.0,16.0
sel16420,1,learned_level1,1,-12.0,8.0,10.0
sel16420,1,learned_multilevel,1,-12.0,8.0,10.0
sel16420,1,official_pu0,1,-8.0,8.0,8.0
sel16420,1,official_pu1,1,-16.0,4.0,10.0
sel16420,2,pilot_constant,1,-16.0,8.0,12.0
sel16420,2,learned_level1,1,-8.0,4.0,6.0
sel16420,2,learned_multilevel,1,-8.0,4.0,6.0
sel16420,2,official_pu0,1,-4.0,0.0,2.0
sel16420,2,official_pu1,1,-4.0,4.0,4.0
sel16420,3,pilot_constant,1,-24.0,28.0,26.0
sel16420,3,learned_level1,1,-16.0,24.0,20.0
sel16420,3,learned_multilevel,1,-16.0,24.0,20.0
sel16420,3,official_pu0,1,-8.0,24.0,16.0
sel16420,3,official_pu1,1,-12.0,24.0,18.0
sel16420,4,pilot_constant,1,-24.0,4.0,14.0
sel16420,4,learned_level1,1,-16.0,0.0,8.0
sel16420,4,learned_multilevel,1,-16.0,0.0,8.0
sel16420,4,official_pu0,1,-12.0,0.0,6.0
sel16420,4,official_pu1,1,-16.0,-4.0,10.0
sel16420,5,pilot_constant,1,-8.0,8.0,8.0
sel16420,5,learned_level1,1,0.0,4.0,2.0
sel16420,5,learned_multilevel,1,-4.0,4.0,4.0
sel16420,5,official_pu0,1,0.0,0.0,0.0
sel16420,5,official_pu1,1,20.0,-4.0,12.0
sel16420,6,pilot_constant,1,-12.0,4.0,8.0
sel16420,6,learned_level1,1,-4.0,0.0,2.0
sel16420,6,learned_multilevel,1,-4.0,0.0,2.0
sel16420,6,official_pu0,1,0.0,0.0,0.0
sel16420,6,official_pu1,1,-4.0,-4.0,4.0
sel16420,7,pilot_constant,1,-8.0,0.0,4.0
sel16420,7,learned_level1,1,0.0,-4.0,2.0
sel16420,7,learned_multilevel,1,0.0,-4.0,2.0
sel16420,7,official_pu0,1,4.0,-4.0,4.0
sel16420,7,official_pu1,1,4.0,-8.0,6.0
sel16420,8,pilot_constant,1,-16.0,8.0,12.0
sel16420,8,learned_level1,1,-8.0,4.0,6.0
sel16420,8,learned_multilevel,1,-8.0,4.0,6.0
sel16420,8,official_pu0,1,-4.0,0.0,2.0
sel16420,8,official_pu1,1,-8.0,0.0,4.0
sel16420,9,pilot_constant,1,-20.0,8.0,14.0
sel16420,9,learned_level1,1,-12.0,4.0,8.0
sel16420,9,learned_multilevel,1,-8.0,4.0,6.0
sel16420,9,official_pu0,1,-8.0,4.0,6.0
sel16420,9,official_pu1,1,-36.0,4.0,20.0
sel16420,10,pilot_constant,1,-20.0,8.0,14.0
sel16420,10,learned_level1,1,-12.0,4.0,8.0
sel16420,10,learned_multilevel,1,-12.0,4.0,8.0
sel16420,10,official_pu0,1,-8.0,4.0,6.0
sel16420,10,official_pu1,1,-12.0,4.0,8.0
sel16420,11,pilot_constant,1,-16.0,16.0,16.0
sel16420,11,learned_level1,1,-8.0,12.0,10.0
sel16420,11,learned_multilevel,1,-8.0,12.0,10.0
sel16420,11,official_pu0,1,-4.0,8.0,6.0
sel16420,11,official_pu1,1,-8.0,8.0,8.0
sel16420,12,pilot_constant,1,-24.0,8.0,16.0
sel16420,12,learned_level1,1,-16.0,4.0,10.0
sel16420,12,learned_multilevel,1,-16.0,4.0,10.0
sel16420,12,official_pu0,1,-12.0,0.0,6.0
sel16420,12,official_pu1,1,8.0,-4.0,6.0
sel16420,13,pilot_constant,1,-24.0,0.0,12.0
sel16420,13,learned_level1,1,-16.0,-4.0,10.0
sel16420,13,learned_multilevel,1,-16.0,-8.0,12.0
sel16420,13,official_pu0,1,-8.0,-4.0,6.0
sel16420,13,official_pu1,1,-12.0,-8.0,10.0
sel16420,14,pilot_constant,1,-20.0,-4.0,12.0
sel16420,14,learned_level1,1,-12.0,-8.0,10.0
sel16420,14,learned_multilevel,1,-16.0,-8.0,12.0
sel16420,14,official_pu0,1,-4.0,-8.0,6.0
sel16420,14,official_pu1,1,-12.0,-12.0,12.0
sel16420,15,pilot_constant,1,-12.0,4.0,8.0
sel16420,15,learned_level1,1,-4.0,-4.0,4.0
sel16420,15,learned_multilevel,1,-4.0,-4.0,4.0
sel16420,15,official_pu0,1,-4.0,-4.0,4.0
sel16420,15,official_pu1,1,-4.0,-8.0,6.0
sel16420,16,pilot_constant,1,-16.0,-4.0,10.0
sel16420,16,learned_level1,1,-8.0,-8.0,8.0
sel16420,16,learned_multilevel,1,-8.0,-8.0,8.0
sel16420,16,official_pu0,1,-4.0,-8.0,6.0
sel16420,16,official_pu1,1,-8.0,-12.0,10.0
sel16420,17,pilot_constant,1,-20.0,-4.0,12.0
sel16420,17,learned_level1,1,-12.0,-8.0,10.0
sel16420,17,learned_multilevel,1,-16.0,-8.0,12.0
sel16420,17,official_pu0,1,-4.0,-8.0,6.0
sel16420,17,official_pu1,1,-8.0,-12.0,10.0
sel16420,18,pilot_constant,1,-12.0,0.0,6.0
sel16420,18,learned_level1,1,-4.0,0.0,2.0
sel16420,18,learned_multilevel,1,-4.0,-4.0,4.0
sel16420,18,official_pu0,1,0.0,-8.0,4.0
sel16420,18,official_pu1,1,0.0,-8.0,4.0
sel16420,19,pilot_constant,1,-20.0,4.0,12.0
sel16420,19,learned_level1,1,-12.0,0.0,6.0
sel16420,19,learned_multilevel,1,-12.0,0.0,6.0
sel16420,19,official_pu0,1,-8.0,-4.0,6.0
sel16420,19,official_pu1,1,-12.0,-4.0,8.0
sel16420,20,pilot_constant,1,-20.0,-8.0,14.0
sel16420,20,learned_level1,1,-12.0,-12.0,12.0
sel16420,20,learned_multilevel,1,-12.0,-16.0,14.0
sel16420,20,official_pu0,1,-12.0,-16.0,14.0
sel16420,20,official_pu1,1,-40.0,-16.0,28.0
sel16420,21,pilot_constant,1,-16.0,0.0,8.0
sel16420,21,learned_level1,1,-8.0,-4.0,6.0
sel16420,21,learned_multilevel,1,-8.0,-4.0,6.0
sel16420,21,official_pu0,1,-4.0,-8.0,6.0
sel16420,21,official_pu1,1,-4.0,-12.0,8.0
sel16420,22,pilot_constant,1,-20.0,12.0,16.0
sel16420,22,learned_level1,1,-12.0,8.0,10.0
sel16420,22,learned_multilevel,1,-12.0,8.0,10.0
sel16420,22,official_pu0,1,-8.0,4.0,6.0
sel16420,22,official_pu1,1,-12.0,4.0,8.0
sel16420,23,pilot_constant,1,-20.0,-8.0,14.0
sel16420,23,learned_level1,1,-12.0,-12.0,12.0
sel16420,23,learned_multilevel,1,-12.0,-12.0,12.0
sel16420,23,official_pu0,1,-8.0,-16.0,12.0
sel16420,23,official_pu1,1,-12.0,-20.0,16.0
sel16420,24,pilot_constant,1,-24.0,0.0,12.0
sel16420,24,learned_level1,1,-16.0,-4.0,10.0
sel16420,24,learned_multilevel,1,-16.0,-8.0,12.0
sel16420,24,official_pu0,1,-12.0,-4.0,8.0
sel16420,24,official_pu1,1,-16.0,-8.0,12.0
sel16420,25,pilot_constant,1,-24.0,4.0,14.0
sel16420,25,learned_level1,1,-16.0,0.0,8.0
sel16420,25,learned_multilevel,1,-20.0,0.0,10.0
sel16420,25,official_pu0,1,-12.0,-4.0,8.0
sel16420,25,official_pu1,1,-20.0,-8.0,14.0
sel16420,26,pilot_constant,1,-8.0,8.0,8.0
sel16420,26,learned_level1,1,0.0,4.0,2.0
sel16420,26,learned_multilevel,1,0.0,4.0,2.0
sel16420,26,official_pu0,1,0.0,0.0,0.0
sel16420,26,official_pu1,1,-4.0,-8.0,6.0
sel16420,27,pilot_constant,1,-16.0,4.0,10.0
sel16420,27,learned_level1,1,-8.0,0.0,4.0
sel16420,27,learned_multilevel,1,-8.0,0.0,4.0
sel16420,27,official_pu0,1,-4.0,0.0,2.0
sel16420,27,official_pu1,1,-8.0,4.0,6.0
sel16420,28,pilot_constant,1,-16.0,0.0,8.0
sel16420,28,learned_level1,1,-8.0,-4.0,6.0
sel16420,28,learned_multilevel,1,-8.0,-4.0,6.0
sel16420,28,official_pu0,1,0.0,-4.0,2.0
sel16420,28,official_pu1,1,0.0,-8.0,4.0
sel16420,29,pilot_constant,1,-4.0,-8.0,6.0
sel16420,29,learned_level1,1,12.0,-12.0,12.0
sel16420,29,learned_multilevel,1,8.0,-12.0,10.0
sel16420,29,official_pu0,1,12.0,-12.0,12.0
sel16420,29,official_pu1,1,8.0,-12.0,10.0
sel43,0,pilot_constant,1,56.0,0.0,28.0
sel43,0,learned_level1,1,32.0,8.0,20.0
sel43,0,learned_multilevel,1,36.0,0.0,18.0
sel43,0,official_pu0,1,-16.0,0.0,8.0
sel43,0,official_pu1,1,28.0,28.0,28.0
sel43,1,pilot_constant,1,44.0,4.0,24.0
sel43,1,learned_level1,1,32.0,4.0,18.0
sel43,1,learned_multilevel,1,28.0,12.0,20.0
sel43,1,official_pu0,1,0.0,4.0,2.0
sel43,1,official_pu1,1,-28.0,4.0,16.0
sel43,2,pilot_constant,1,48.0,-12.0,30.0
sel43,2,learned_level1,1,32.0,-4.0,18.0
sel43,2,learned_multilevel,1,40.0,0.0,20.0
sel43,2,official_pu0,1,4.0,-4.0,4.0
sel43,2,official_pu1,1,-20.0,12.0,16.0
sel43,3,pilot_constant,1,52.0,-4.0,28.0
sel43,3,learned_level1,1,36.0,12.0,24.0
sel43,3,learned_multilevel,1,40.0,16.0,28.0
sel43,3,official_pu0,1,8.0,4.0,6.0
sel43,3,official_pu1,1,-12.0,16.0,14.0
sel43,4,pilot_constant,1,60.0,8.0,34.0
sel43,4,learned_level1,1,52.0,4.0,28.0
sel43,4,learned_multilevel,1,56.0,8.0,32.0
sel43,4,official_pu0,1,12.0,8.0,10.0
sel43,4,official_pu1,1,-8.0,8.0,8.0
sel43,5,pilot_constant,1,60.0,-8.0,34.0
sel43,5,learned_level1,1,48.0,8.0,28.0
sel43,5,learned_multilevel,1,52.0,12.0,32.0
sel43,5,official_pu0,1,16.0,-4.0,10.0
sel43,5,official_pu1,1,-4.0,12.0,8.0
sel43,6,pilot_constant,1,56.0,4.0,30.0
sel43,6,learned_level1,1,44.0,16.0,30.0
sel43,6,learned_multilevel,1,48.0,16.0,32.0
sel43,6,official_pu0,1,-16.0,16.0,16.0
sel43,6,official_pu1,1,36.0,20.0,28.0
sel43,7,pilot_constant,1,60.0,-4.0,32.0
sel43,7,learned_level1,1,48.0,16.0,32.0
sel43,7,learned_multilevel,1,52.0,8.0,30.0
sel43,7,official_pu0,1,12.0,8.0,10.0
sel43,7,official_pu1,1,-12.0,24.0,18.0
sel43,8,pilot_constant,1,56.0,4.0,30.0
sel43,8,learned_level1,1,48.0,4.0,26.0
sel43,8,learned_multilevel,1,52.0,4.0,28.0
sel43,8,official_pu0,1,8.0,4.0,6.0
sel43,8,official_pu1,1,12.0,4.0,8.0
sel43,9,pilot_constant,1,72.0,0.0,36.0
sel43,9,learned_level1,1,52.0,12.0,32.0
sel43,9,learned_multilevel,1,56.0,12.0,34.0
sel43,9,official_pu0,1,24.0,4.0,14.0
sel43,9,official_pu1,1,64.0,-4.0,34.0
sel43,10,pilot_constant,1,68.0,0.0,34.0
sel43,10,learned_level1,1,60.0,4.0,32.0
sel43,10,learned_multilevel,1,60.0,12.0,36.0
sel43,10,official_pu0,1,20.0,4.0,12.0
sel43,10,official_pu1,1,0.0,0.0,0.0
sel43,11,pilot_constant,1,72.0,-12.0,42.0
sel43,11,learned_level1,1,64.0,-12.0,38.0
sel43,11,learned_multilevel,1,64.0,-8.0,36.0
sel43,11,official_pu0,1,24.0,-12.0,18.0
sel43,11,official_pu1,1,4.0,8.0,6.0
sel43,12,pilot_constant,1,48.0,-4.0,26.0
sel43,12,learned_level1,1,32.0,4.0,18.0
sel43,12,learned_multilevel,1,40.0,0.0,20.0
sel43,12,official_pu0,1,4.0,8.0,6.0
sel43,12,official_pu1,1,8.0,28.0,18.0
sel43,13,pilot_constant,1,48.0,-8.0,28.0
sel43,13,learned_level1,1,28.0,0.0,14.0
sel43,13,learned_multilevel,1,44.0,0.0,22.0
sel43,13,official_pu0,1,-16.0,0.0,8.0
sel43,13,official_pu1,1,-16.0,20.0,18.0
sel43,14,pilot_constant,1,56.0,0.0,28.0
sel43,14,learned_level1,1,36.0,8.0,22.0
sel43,14,learned_multilevel,1,52.0,8.0,30.0
sel43,14,official_pu0,1,8.0,8.0,8.0
sel43,14,official_pu1,1,-12.0,0.0,6.0
sel43,15,pilot_constant,1,64.0,0.0,32.0
sel43,15,learned_level1,1,52.0,0.0,26.0
sel43,15,learned_multilevel,1,56.0,4.0,30.0
sel43,15,official_pu0,1,20.0,8.0,14.0
sel43,15,official_pu1,1,-12.0,0.0,6.0
sel43,16,pilot_constant,1,48.0,0.0,24.0
sel43,16,learned_level1,1,36.0,-8.0,22.0
sel43,16,learned_multilevel,1,32.0,-4.0,18.0
sel43,16,official_pu0,1,-16.0,0.0,8.0
sel43,16,official_pu1,1,-20.0,0.0,10.0
sel43,17,pilot_constant,1,52.0,-8.0,30.0
sel43,17,learned_level1,1,40.0,0.0,20.0
sel43,17,learned_multilevel,1,40.0,4.0,22.0
sel43,17,official_pu0,1,-12.0,0.0,6.0
sel43,17,official_pu1,1,-16.0,16.0,16.0
sel43,18,pilot_constant,1,68.0,0.0,34.0
sel43,18,learned_level1,1,60.0,16.0,38.0
sel43,18,learned_multilevel,1,56.0,24.0,40.0
sel43,18,official_pu0,1,0.0,0.0,0.0
sel43,18,official_pu1,1,48.0,20.0,34.0
sel43,19,pilot_constant,1,64.0,4.0,34.0
sel43,19,learned_level1,1,48.0,20.0,34.0
sel43,19,learned_multilevel,1,56.0,24.0,40.0
sel43,19,official_pu0,1,-4.0,8.0,6.0
sel43,19,official_pu1,1,-8.0,4.0,6.0
sel43,20,pilot_constant,1,56.0,-8.0,32.0
sel43,20,learned_level1,1,44.0,12.0,28.0
sel43,20,learned_multilevel,1,48.0,8.0,28.0
sel43,20,official_pu0,1,-12.0,12.0,12.0
sel43,20,official_pu1,1,-8.0,-8.0,8.0
sel43,21,pilot_constant,1,52.0,-12.0,32.0
sel43,21,learned_level1,1,40.0,-4.0,22.0
sel43,21,learned_multilevel,1,48.0,0.0,24.0
sel43,21,official_pu0,1,8.0,-4.0,6.0
sel43,21,official_pu1,1,48.0,-12.0,30.0
sel43,22,pilot_constant,1,52.0,-4.0,28.0
sel43,22,learned_level1,1,40.0,12.0,26.0
sel43,22,learned_multilevel,1,40.0,12.0,26.0
sel43,22,official_pu0,1,8.0,0.0,4.0
sel43,22,official_pu1,1,-16.0,-4.0,10.0
sel43,23,pilot_constant,1,56.0,-8.0,32.0
sel43,23,learned_level1,1,40.0,0.0,20.0
sel43,23,learned_multilevel,1,44.0,0.0,22.0
sel43,23,official_pu0,1,12.0,-4.0,8.0
sel43,23,official_pu1,1,-12.0,-12.0,12.0
sel43,24,pilot_constant,1,60.0,-8.0,34.0
sel43,24,learned_level1,1,56.0,-12.0,34.0
sel43,24,learned_multilevel,1,60.0,-8.0,34.0
sel43,24,official_pu0,1,16.0,-4.0,10.0
sel43,24,official_pu1,1,40.0,-8.0,24.0
sel43,25,pilot_constant,1,52.0,0.0,26.0
sel43,25,learned_level1,1,36.0,8.0,22.0
sel43,25,learned_multilevel,1,44.0,8.0,26.0
sel43,25,official_pu0,1,4.0,0.0,2.0
sel43,25,official_pu1,1,48.0,-4.0,26.0
sel43,26,pilot_constant,1,56.0,0.0,28.0
sel43,26,learned_level1,1,44.0,12.0,28.0
sel43,26,learned_multilevel,1,40.0,12.0,26.0
sel43,26,official_pu0,1,12.0,16.0,14.0
sel43,26,official_pu1,1,-12.0,-4.0,8.0
sel43,27,pilot_constant,1,60.0,8.0,34.0
sel43,27,learned_level1,1,48.0,4.0,26.0
sel43,27,learned_multilevel,1,56.0,8.0,32.0
sel43,27,official_pu0,1,16.0,8.0,12.0
sel43,27,official_pu1,1,44.0,8.0,26.0
sel43,28,pilot_constant,1,52.0,4.0,28.0
sel43,28,learned_level1,1,40.0,8.0,24.0
sel43,28,learned_multilevel,1,48.0,0.0,24.0
sel43,28,official_pu0,1,-12.0,4.0,8.0
sel43,28,official_pu1,1,-12.0,36.0,24.0
sel43,29,pilot_constant,1,60.0,-4.0,32.0
sel43,29,learned_level1,1,44.0,-8.0,26.0
sel43,29,learned_multilevel,1,48.0,-8.0,28.0
sel43,29,official_pu0,1,-12.0,-4.0,8.0
sel43,29,official_pu1,1,36.0,16.0,26.0
sele0133,0,pilot_constant,1,0.0,0.0,0.0
sele0133,0,learned_level1,1,-8.0,-12.0,10.0
sele0133,0,learned_multilevel,1,0.0,-4.0,2.0
sele0133,0,official_pu0,1,-8.0,24.0,16.0
sele0133,0,official_pu1,1,-16.0,0.0,8.0
sele0133,1,pilot_constant,1,16.0,0.0,8.0
sele0133,1,learned_level1,1,8.0,0.0,4.0
sele0133,1,learned_multilevel,1,12.0,0.0,6.0
sele0133,1,official_pu0,1,8.0,20.0,14.0
sele0133,1,official_pu1,1,-4.0,-4.0,4.0
sele0133,2,pilot_constant,1,20.0,4.0,12.0
sele0133,2,learned_level1,1,16.0,4.0,10.0
sele0133,2,learned_multilevel,1,16.0,4.0,10.0
sele0133,2,official_pu0,1,24.0,24.0,24.0
sele0133,2,official_pu1,1,0.0,12.0,6.0
sele0133,3,pilot_constant,1,8.0,-12.0,10.0
sele0133,3,learned_level1,1,0.0,-8.0,4.0
sele0133,3,learned_multilevel,1,-4.0,-8.0,6.0
sele0133,3,official_pu0,1,0.0,12.0,6.0
sele0133,3,official_pu1,1,-8.0,-16.0,12.0
sele0133,4,pilot_constant,1,4.0,0.0,2.0
sele0133,4,learned_level1,1,-4.0,0.0,2.0
sele0133,4,learned_multilevel,1,4.0,0.0,2.0
sele0133,4,official_pu0,1,-4.0,28.0,16.0
sele0133,4,official_pu1,1,-12.0,8.0,10.0
sele0133,5,pilot_constant,1,16.0,-4.0,10.0
sele0133,5,learned_level1,1,16.0,-4.0,10.0
sele0133,5,learned_multilevel,1,12.0,0.0,6.0
sele0133,5,official_pu0,1,-12.0,16.0,14.0
sele0133,5,official_pu1,1,-4.0,4.0,4.0
sele0133,6,pilot_constant,1,20.0,-20.0,20.0
sele0133,6,learned_level1,1,20.0,-16.0,18.0
sele0133,6,learned_multilevel,1,24.0,-20.0,22.0
sele0133,6,official_pu0,1,20.0,0.0,10.0
sele0133,6,official_pu1,1,0.0,-12.0,6.0
sele0133,7,pilot_constant,1,16.0,-8.0,12.0
sele0133,7,learned_level1,1,8.0,-20.0,14.0
sele0133,7,learned_multilevel,1,12.0,-12.0,12.0
sele0133,7,official_pu0,1,12.0,20.0,16.0
sele0133,7,official_pu1,1,4.0,-8.0,6.0
sele0133,8,pilot_constant,1,8.0,-4.0,6.0
sele0133,8,learned_level1,1,0.0,-4.0,2.0
sele0133,8,learned_multilevel,1,0.0,-4.0,2.0
sele0133,8,official_pu0,1,0.0,16.0,8.0
sele0133,8,official_pu1,1,-12.0,-8.0,10.0
sele0133,9,pilot_constant,1,12.0,-8.0,10.0
sele0133,9,learned_level1,1,12.0,0.0,6.0
sele0133,9,learned_multilevel,1,12.0,0.0,6.0
sele0133,9,official_pu0,1,8.0,12.0,10.0
sele0133,9,official_pu1,1,-12.0,0.0,6.0
sele0133,10,pilot_constant,1,4.0,-4.0,4.0
sele0133,10,learned_level1,1,-4.0,-16.0,10.0
sele0133,10,learned_multilevel,1,0.0,-4.0,2.0
sele0133,10,official_pu0,1,8.0,16.0,12.0
sele0133,10,official_pu1,1,-8.0,-4.0,6.0
sele0133,11,pilot_constant,1,4.0,-4.0,4.0
sele0133,11,learned_level1,1,-4.0,0.0,2.0
sele0133,11,learned_multilevel,1,0.0,0.0,0.0
sele0133,11,official_pu0,1,-8.0,20.0,14.0
sele0133,11,official_pu1,1,-12.0,4.0,8.0
sele0133,12,pilot_constant,1,16.0,0.0,8.0
sele0133,12,learned_level1,1,8.0,0.0,4.0
sele0133,12,learned_multilevel,1,8.0,0.0,4.0
sele0133,12,official_pu0,1,4.0,20.0,12.0
sele0133,12,official_pu1,1,-4.0,4.0,4.0
sele0133,13,pilot_constant,1,0.0,-8.0,4.0
sele0133,13,learned_level1,1,-4.0,-8.0,6.0
sele0133,13,learned_multilevel,1,-4.0,-4.0,4.0
sele0133,13,official_pu0,1,4.0,12.0,8.0
sele0133,13,official_pu1,1,-12.0,0.0,6.0
sele0133,14,pilot_constant,1,0.0,-4.0,2.0
sele0133,14,learned_level1,1,-12.0,-16.0,14.0
sele0133,14,learned_multilevel,1,-4.0,-8.0,6.0
sele0133,14,official_pu0,1,-4.0,20.0,12.0
sele0133,14,official_pu1,1,-12.0,8.0,10.0
sele0133,15,pilot_constant,1,16.0,0.0,8.0
sele0133,15,learned_level1,1,8.0,0.0,4.0
sele0133,15,learned_multilevel,1,12.0,0.0,6.0
sele0133,15,official_pu0,1,-8.0,20.0,14.0
sele0133,15,official_pu1,1,-4.0,8.0,6.0
sele0133,16,pilot_constant,1,16.0,-4.0,10.0
sele0133,16,learned_level1,1,12.0,-4.0,8.0
sele0133,16,learned_multilevel,1,12.0,-4.0,8.0
sele0133,16,official_pu0,1,16.0,16.0,16.0
sele0133,16,official_pu1,1,-4.0,4.0,4.0
sele0133,17,pilot_constant,1,4.0,0.0,2.0
sele0133,17,learned_level1,1,0.0,0.0,0.0
sele0133,17,learned_multilevel,1,-4.0,4.0,4.0
sele0133,17,official_pu0,1,8.0,24.0,16.0
sele0133,17,official_pu1,1,-12.0,4.0,8.0
sele0133,18,pilot_constant,1,20.0,-12.0,16.0
sele0133,18,learned_level1,1,12.0,-24.0,18.0
sele0133,18,learned_multilevel,1,16.0,-16.0,16.0
sele0133,18,official_pu0,1,12.0,16.0,14.0
sele0133,18,official_pu1,1,8.0,-12.0,10.0
sele0133,19,pilot_constant,1,32.0,0.0,16.0
sele0133,19,learned_level1,1,28.0,0.0,14.0
sele0133,19,learned_multilevel,1,28.0,0.0,14.0
sele0133,19,official_pu0,1,24.0,16.0,20.0
sele0133,19,official_pu1,1,8.0,4.0,6.0
sele0133,20,pilot_constant,1,20.0,12.0,16.0
sele0133,20,learned_level1,1,16.0,8.0,12.0
sele0133,20,learned_multilevel,1,16.0,12.0,14.0
sele0133,20,official_pu0,1,20.0,32.0,26.0
sele0133,20,official_pu1,1,0.0,8.0,4.0
sele0133,21,pilot_constant,1,8.0,-20.0,14.0
sele0133,21,learned_level1,1,0.0,-32.0,16.0
sele0133,21,learned_multilevel,1,4.0,-24.0,14.0
sele0133,21,official_pu0,1,4.0,4.0,4.0
sele0133,21,official_pu1,1,-8.0,-24.0,16.0
sele0133,22,pilot_constant,1,8.0,0.0,4.0
sele0133,22,learned_level1,1,0.0,-12.0,6.0
sele0133,22,learned_multilevel,1,0.0,-4.0,2.0
sele0133,22,official_pu0,1,4.0,28.0,16.0
sele0133,22,official_pu1,1,-4.0,12.0,8.0
sele0133,23,pilot_constant,1,4.0,0.0,2.0
sele0133,23,learned_level1,1,0.0,4.0,2.0
sele0133,23,learned_multilevel,1,4.0,4.0,4.0
sele0133,23,official_pu0,1,4.0,16.0,10.0
sele0133,23,official_pu1,1,-12.0,-4.0,8.0
sele0133,24,pilot_constant,1,4.0,-12.0,8.0
sele0133,24,learned_level1,1,-4.0,-24.0,14.0
sele0133,24,learned_multilevel,1,0.0,-20.0,10.0
sele0133,24,official_pu0,1,8.0,8.0,8.0
sele0133,24,official_pu1,1,-12.0,-16.0,14.0
sele0133,25,pilot_constant,1,-8.0,0.0,4.0
sele0133,25,learned_level1,1,-16.0,-12.0,14.0
sele0133,25,learned_multilevel,1,-12.0,-4.0,8.0
sele0133,25,official_pu0,1,-12.0,28.0,20.0
sele0133,25,official_pu1,1,-20.0,0.0,10.0
sele0133,26,pilot_constant,1,16.0,-8.0,12.0
sele0133,26,learned_level1,1,12.0,-12.0,12.0
sele0133,26,learned_multilevel,1,12.0,-8.0,10.0
sele0133,26,official_pu0,1,-8.0,20.0,14.0
sele0133,26,official_pu1,1,-4.0,-12.0,8.0
sele0133,27,pilot_constant,1,4.0,-8.0,6.0
sele0133,27,learned_level1,1,0.0,-4.0,2.0
sele0133,27,learned_multilevel,1,4.0,0.0,2.0
sele0133,27,official_pu0,1,8.0,12.0,10.0
sele0133,27,official_pu1,1,-12.0,0.0,6.0
sele0133,28,pilot_constant,1,16.0,-16.0,16.0
sele0133,28,learned_level1,1,8.0,-28.0,18.0
sele0133,28,learned_multilevel,1,8.0,-16.0,12.0
sele0133,28,official_pu0,1,0.0,8.0,4.0
sele0133,28,official_pu1,1,0.0,-20.0,10.0
sele0133,29,pilot_constant,1,4.0,-16.0,10.0
sele0133,29,learned_level1,1,0.0,-16.0,8.0
sele0133,29,learned_multilevel,1,0.0,-12.0,6.0
sele0133,29,official_pu0,1,-4.0,8.0,6.0
sele0133,29,official_pu1,1,-16.0,-20.0,18.0
sel114,0,pilot_constant,1,20.0,0.0,10.0
sel114,0,learned_level1,1,20.0,0.0,10.0
sel114,0,learned_multilevel,1,16.0,0.0,8.0
sel114,0,official_pu0,1,16.0,12.0,14.0
sel114,0,official_pu1,1,-20.0,-20.0,20.0
sel114,1,pilot_constant,1,24.0,0.0,12.0
sel114,1,learned_level1,1,20.0,8.0,14.0
sel114,1,learned_multilevel,1,24.0,4.0,14.0
sel114,1,official_pu0,1,16.0,8.0,12.0
sel114,1,official_pu1,1,-4.0,-24.0,14.0
sel114,2,pilot_constant,1,8.0,-12.0,10.0
sel114,2,learned_level1,1,8.0,-12.0,10.0
sel114,2,learned_multilevel,1,4.0,-16.0,10.0
sel114,2,official_pu0,1,4.0,-4.0,4.0
sel114,2,official_pu1,1,-12.0,-36.0,24.0
